,artist,title,label,rank,week_start,week_end,genre
3466,Capital Bra,Blyat,Auf!Keinen!Fall!,7,12.01.2018,18.01.2018,HipHop
3467,Kontra K,Gute Nacht,BMG,8,12.01.2018,18.01.2018,HipHop
3468,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,9,12.01.2018,18.01.2018,HipHop
3469,Rin,Eros,Division,10,12.01.2018,18.01.2018,HipHop
3470,G-Eazy,The Beautiful & Damned,RCA International,11,12.01.2018,18.01.2018,HipHop
3471,Miami Yacine,Casia,KMN Gang,12,12.01.2018,18.01.2018,HipHop
3472,Bausa,Dreifarbenhaus,Downbeat,13,12.01.2018,18.01.2018,HipHop
3473,SXTN,Leben am Limit,Jinx Music,14,12.01.2018,18.01.2018,HipHop
3474,"Huncho Jack, Travis Scott & Quavo","Huncho Jack, Jack Huncho",Universal,15,12.01.2018,18.01.2018,HipHop
3475,Kendrick Lamar,DAMN.,Universal,16,12.01.2018,18.01.2018,HipHop
3476,Post Malone,Stoney,Republic Records,17,12.01.2018,18.01.2018,HipHop
3477,Veysel,Hitman,Bela Boyz,18,12.01.2018,18.01.2018,HipHop
3478,Luciano,Eiskalt,Universal Domestic Urban,19,12.01.2018,18.01.2018,HipHop
3479,Eminem,Curtain Call,Interscope,20,12.01.2018,18.01.2018,HipHop
3480,Eminem,Revival,Interscope,1,05.01.2018,11.01.2018,HipHop
3481,Kollegah & Farid Bang,Jung Brutal Gutaussehend 3,Banger Musik,2,05.01.2018,11.01.2018,HipHop
3482,RAF Camora,Anthrazit,Indipendenza,3,05.01.2018,11.01.2018,HipHop
3483,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,4,05.01.2018,11.01.2018,HipHop
3484,Trettmann,#DIY,SoulForce Records,5,05.01.2018,11.01.2018,HipHop
3485,Capital Bra,Blyat,Auf!Keinen!Fall!,6,05.01.2018,11.01.2018,HipHop
3486,Savas & Sido,Royal Bunker,Universal Domestic Urban,7,05.01.2018,11.01.2018,HipHop
3487,Rin,Eros,Division,8,05.01.2018,11.01.2018,HipHop
3488,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,9,05.01.2018,11.01.2018,HipHop
3489,"Huncho Jack, Travis Scott & Quavo","Huncho Jack, Jack Huncho",Universal,10,05.01.2018,11.01.2018,HipHop
3490,G-Eazy,The Beautiful & Damned,RCA International,11,05.01.2018,11.01.2018,HipHop
3491,Kontra K,Gute Nacht,BMG,12,05.01.2018,11.01.2018,HipHop
3492,Miami Yacine,Casia,KMN Gang,13,05.01.2018,11.01.2018,HipHop
3493,Eminem,Curtain Call,Interscope,14,05.01.2018,11.01.2018,HipHop
3494,Kendrick Lamar,DAMN.,Universal,15,05.01.2018,11.01.2018,HipHop
3495,SXTN,Leben am Limit,Jinx Music,16,05.01.2018,11.01.2018,HipHop
3496,Cro,tru.,Chimperator Productions,17,05.01.2018,11.01.2018,HipHop
3497,Bausa,Dreifarbenhaus,Downbeat,18,05.01.2018,11.01.2018,HipHop
3498,Luciano,Eiskalt,Universal Domestic Urban,19,05.01.2018,11.01.2018,HipHop
3499,Post Malone,Stoney,Republic Records,20,05.01.2018,11.01.2018,HipHop
3500,Eminem,Revival,Interscope,1,29.12.2017,04.01.2018,HipHop
3501,Kollegah & Farid Bang,Jung Brutal Gutaussehend 3,Banger Musik,2,29.12.2017,04.01.2018,HipHop
3502,RAF Camora,Anthrazit,Indipendenza,3,29.12.2017,04.01.2018,HipHop
3503,"Huncho Jack, Travis Scott & Quavo","Huncho Jack, Jack Huncho",Universal,4,29.12.2017,04.01.2018,HipHop
3504,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,5,29.12.2017,04.01.2018,HipHop
3505,Savas & Sido,Royal Bunker,Universal Domestic Urban,6,29.12.2017,04.01.2018,HipHop
3506,Capital Bra,Blyat,Auf!Keinen!Fall!,7,29.12.2017,04.01.2018,HipHop
3507,Trettmann,#DIY,SoulForce Records,8,29.12.2017,04.01.2018,HipHop
3508,G-Eazy,The Beautiful & Damned,RCA International,9,29.12.2017,04.01.2018,HipHop
3509,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,10,29.12.2017,04.01.2018,HipHop
3510,Kontra K,Gute Nacht,BMG,11,29.12.2017,04.01.2018,HipHop
3511,Rin,Eros,Division,12,29.12.2017,04.01.2018,HipHop
3512,Cro,tru.,Chimperator Productions,13,29.12.2017,04.01.2018,HipHop
3513,Luciano,Eiskalt,Universal Domestic Urban,14,29.12.2017,04.01.2018,HipHop
3514,Marteria,Roswell,Green Berlin,15,29.12.2017,04.01.2018,HipHop
3515,Kendrick Lamar,DAMN.,Universal,16,29.12.2017,04.01.2018,HipHop
3516,Miami Yacine,Casia,KMN Gang,17,29.12.2017,04.01.2018,HipHop
3517,SXTN,Leben am Limit,Jinx Music,18,29.12.2017,04.01.2018,HipHop
3518,Eminem,Curtain Call,Interscope,19,29.12.2017,04.01.2018,HipHop
3519,Casper,Lang lebe der Tod,Columbia Domestic,20,29.12.2017,04.01.2018,HipHop
3520,Eminem,Revival,Interscope,1,22.12.2017,28.12.2017,HipHop
3521,Kollegah & Farid Bang,Jung Brutal Gutaussehend 3,Banger Musik,2,22.12.2017,28.12.2017,HipHop
3522,RAF Camora,Anthrazit,Indipendenza,3,22.12.2017,28.12.2017,HipHop
3523,Cr7z,Ult7ma,Arjuna,4,22.12.2017,28.12.2017,HipHop
3524,G-Eazy,The Beautiful & Damned,RCA International,5,22.12.2017,28.12.2017,HipHop
3525,Audio88 & Yassin,Die Herrengedecke,Normale Musik,6,22.12.2017,28.12.2017,HipHop
3526,Savas & Sido,Royal Bunker,Universal Domestic Urban,7,22.12.2017,28.12.2017,HipHop
3527,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,8,22.12.2017,28.12.2017,HipHop
3528,Marteria,Roswell,Green Berlin,9,22.12.2017,28.12.2017,HipHop
3529,Trettmann,#DIY,SoulForce Records,10,22.12.2017,28.12.2017,HipHop
3530,Cro,tru.,Chimperator Productions,11,22.12.2017,28.12.2017,HipHop
3531,Kontra K,Gute Nacht,BMG,12,22.12.2017,28.12.2017,HipHop
3532,Capital Bra,Blyat,Auf!Keinen!Fall!,13,22.12.2017,28.12.2017,HipHop
3533,Casper,Lang lebe der Tod,Columbia Domestic,14,22.12.2017,28.12.2017,HipHop
3534,Rin,Eros,Division,15,22.12.2017,28.12.2017,HipHop
3535,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,22.12.2017,28.12.2017,HipHop
3536,N.E.R.D.,No One Ever Really Dies,Columbia,17,22.12.2017,28.12.2017,HipHop
3537,Trailerpark,TP4L,Trailerpark,18,22.12.2017,28.12.2017,HipHop
3538,Luciano,Eiskalt,Universal Domestic Urban,19,22.12.2017,28.12.2017,HipHop
3539,Eminem,Curtain Call,Interscope,20,22.12.2017,28.12.2017,HipHop
3540,Kollegah & Farid Bang,Jung Brutal Gutaussehend 3,Banger Musik,1,15.12.2017,21.12.2017,HipHop
3541,Fettes Brot,Gebäck In The Days - Live in Hamburg,Fettes Brot,2,15.12.2017,21.12.2017,HipHop
3542,RAF Camora,Anthrazit,Indipendenza,3,15.12.2017,21.12.2017,HipHop
3543,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,4,15.12.2017,21.12.2017,HipHop
3544,Trettmann,#DIY,SoulForce Records,5,15.12.2017,21.12.2017,HipHop
3545,Savas & Sido,Royal Bunker,Universal Domestic Urban,6,15.12.2017,21.12.2017,HipHop
3546,Luciano,Eiskalt,Universal Domestic Urban,7,15.12.2017,21.12.2017,HipHop
3547,Rin,Eros,Division,8,15.12.2017,21.12.2017,HipHop
3548,Capital Bra,Blyat,Auf!Keinen!Fall!,9,15.12.2017,21.12.2017,HipHop
3549,Kontra K,Gute Nacht,BMG,10,15.12.2017,21.12.2017,HipHop
3550,Cro,tru.,Chimperator Productions,11,15.12.2017,21.12.2017,HipHop
3551,Marteria,Roswell,Green Berlin,12,15.12.2017,21.12.2017,HipHop
3552,Casper,Lang lebe der Tod,Columbia Domestic,13,15.12.2017,21.12.2017,HipHop
3553,Trailerpark,TP4L,Trailerpark,14,15.12.2017,21.12.2017,HipHop
3554,Prinz Pi,Nichts War Umsonst,Keine Liebe Records,15,15.12.2017,21.12.2017,HipHop
3555,Sa4,Neue Deutsche Quelle,187 Strassenbande,16,15.12.2017,21.12.2017,HipHop
3556,Veysel,Hitman,Bela Boyz,17,15.12.2017,21.12.2017,HipHop
3557,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,18,15.12.2017,21.12.2017,HipHop
3558,Miami Yacine,Casia,KMN Gang,19,15.12.2017,21.12.2017,HipHop
3559,SXTN,Leben am Limit,Jinx Music,20,15.12.2017,21.12.2017,HipHop
3560,Kollegah & Farid Bang,Jung Brutal Gutaussehend 3,Banger Musik,1,08.12.2017,14.12.2017,HipHop
3561,Luciano,Eiskalt,Universal Domestic Urban,2,08.12.2017,14.12.2017,HipHop
3562,Jeyz,So machen wir das hier,Bozz Music,3,08.12.2017,14.12.2017,HipHop
3563,Savas & Sido,Royal Bunker,Universal Domestic Urban,4,08.12.2017,14.12.2017,HipHop
3564,Capital Bra,Blyat,Auf!Keinen!Fall!,5,08.12.2017,14.12.2017,HipHop
3565,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,6,08.12.2017,14.12.2017,HipHop
3566,Sa4,Neue Deutsche Quelle,187 Strassenbande,7,08.12.2017,14.12.2017,HipHop
3567,Marteria,Roswell,Green Berlin,8,08.12.2017,14.12.2017,HipHop
3568,RAF Camora,Anthrazit,Indipendenza,9,08.12.2017,14.12.2017,HipHop
3569,Cro,tru.,Chimperator Productions,10,08.12.2017,14.12.2017,HipHop
3570,Trettmann,#DIY,SoulForce Records,11,08.12.2017,14.12.2017,HipHop
3571,Kontra K,Gute Nacht,BMG,12,08.12.2017,14.12.2017,HipHop
3572,Casper,Lang lebe der Tod,Columbia Domestic,13,08.12.2017,14.12.2017,HipHop
3573,Trailerpark,TP4L,Trailerpark,14,08.12.2017,14.12.2017,HipHop
3574,Prinz Pi,Nichts War Umsonst,Keine Liebe Records,15,08.12.2017,14.12.2017,HipHop
3575,Veysel,Hitman,Bela Boyz,16,08.12.2017,14.12.2017,HipHop
3576,Rin,Eros,Division,17,08.12.2017,14.12.2017,HipHop
3577,Miami Yacine,Casia,KMN Gang,18,08.12.2017,14.12.2017,HipHop
3578,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,19,08.12.2017,14.12.2017,HipHop
3579,Eminem,Curtain Call,Interscope,20,08.12.2017,14.12.2017,HipHop
3580,Favorite,Alternative für Deutschland,Selfmade Records,1,01.12.2017,07.12.2017,HipHop
3581,Samy Deluxe,Deluxe Edition,KunstWerkStadt,2,01.12.2017,07.12.2017,HipHop
3582,Luciano,Eiskalt,Universal Domestic Urban,3,01.12.2017,07.12.2017,HipHop
3583,Sa4,Neue Deutsche Quelle,187 Strassenbande,4,01.12.2017,07.12.2017,HipHop
3584,Capital Bra,Blyat,Auf!Keinen!Fall!,5,01.12.2017,07.12.2017,HipHop
3585,Savas & Sido,Royal Bunker,Universal Domestic Urban,6,01.12.2017,07.12.2017,HipHop
3586,Prinz Pi,Nichts War Umsonst,Keine Liebe Records,7,01.12.2017,07.12.2017,HipHop
3587,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,8,01.12.2017,07.12.2017,HipHop
3588,RAF Camora,Anthrazit,Indipendenza,9,01.12.2017,07.12.2017,HipHop
3589,Trettmann,#DIY,SoulForce Records,10,01.12.2017,07.12.2017,HipHop
3590,Trailerpark,TP4L,Trailerpark,11,01.12.2017,07.12.2017,HipHop
3591,Veysel,Hitman,Bela Boyz,12,01.12.2017,07.12.2017,HipHop
3592,Kontra K,Gute Nacht,BMG,13,01.12.2017,07.12.2017,HipHop
3593,Casper,Lang lebe der Tod,Columbia Domestic,14,01.12.2017,07.12.2017,HipHop
3594,Miami Yacine,Casia,KMN Gang,15,01.12.2017,07.12.2017,HipHop
3595,Cro,tru.,Chimperator Productions,16,01.12.2017,07.12.2017,HipHop
3596,Rin,Eros,Division,17,01.12.2017,07.12.2017,HipHop
3597,Marteria,Roswell,Green Berlin,18,01.12.2017,07.12.2017,HipHop
3598,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,19,01.12.2017,07.12.2017,HipHop
3599,Post Malone,Stoney,Republic Records,20,01.12.2017,07.12.2017,HipHop
3600,Luciano,Eiskalt,Universal Domestic Urban,1,24.11.2017,30.11.2017,HipHop
3601,Sa4,Neue Deutsche Quelle,187 Strassenbande,2,24.11.2017,30.11.2017,HipHop
3602,Capital Bra,Blyat,Auf!Keinen!Fall!,3,24.11.2017,30.11.2017,HipHop
3603,Prinz Pi,Nichts War Umsonst,Keine Liebe Records,4,24.11.2017,30.11.2017,HipHop
3604,Savas & Sido,Royal Bunker,Universal Domestic Urban,5,24.11.2017,30.11.2017,HipHop
3605,Veysel,Hitman,Bela Boyz,6,24.11.2017,30.11.2017,HipHop
3606,Trettmann,#DIY,SoulForce Records,7,24.11.2017,30.11.2017,HipHop
3607,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,8,24.11.2017,30.11.2017,HipHop
3608,RAF Camora,Anthrazit,Indipendenza,9,24.11.2017,30.11.2017,HipHop
3609,Trailerpark,TP4L,Trailerpark,10,24.11.2017,30.11.2017,HipHop
3610,Miami Yacine,Casia,KMN Gang,11,24.11.2017,30.11.2017,HipHop
3611,Casper,Lang lebe der Tod,Columbia Domestic,12,24.11.2017,30.11.2017,HipHop
3612,Rin,Eros,Division,13,24.11.2017,30.11.2017,HipHop
3613,Cro,tru.,Chimperator Productions,14,24.11.2017,30.11.2017,HipHop
3614,Kontra K,Gute Nacht,BMG,15,24.11.2017,30.11.2017,HipHop
3615,Marteria,Roswell,Green Berlin,16,24.11.2017,30.11.2017,HipHop
3616,Steasy,Statussymbol,Federballklikke,17,24.11.2017,30.11.2017,HipHop
3617,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,18,24.11.2017,30.11.2017,HipHop
3618,Capo,Alles auf Rot,Warner Music Germany,19,24.11.2017,30.11.2017,HipHop
3619,SXTN,Leben am Limit,Jinx Music,20,24.11.2017,30.11.2017,HipHop
3620,Sa4,Neue Deutsche Quelle,187 Strassenbande,1,17.11.2017,23.11.2017,HipHop
3621,Timeless,Schwarzer Kater,Freunde von Niemand,2,17.11.2017,23.11.2017,HipHop
3622,Prinz Pi,Nichts War Umsonst,Keine Liebe Records,3,17.11.2017,23.11.2017,HipHop
3623,Veysel,Hitman,Bela Boyz,4,17.11.2017,23.11.2017,HipHop
3624,Capital Bra,Blyat,Auf!Keinen!Fall!,5,17.11.2017,23.11.2017,HipHop
3625,Trailerpark,TP4L,Trailerpark,6,17.11.2017,23.11.2017,HipHop
3626,Savas & Sido,Royal Bunker,Universal Domestic Urban,7,17.11.2017,23.11.2017,HipHop
3627,Trettmann,#DIY,SoulForce Records,8,17.11.2017,23.11.2017,HipHop
3628,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,9,17.11.2017,23.11.2017,HipHop
3629,Miami Yacine,Casia,KMN Gang,10,17.11.2017,23.11.2017,HipHop
3630,RAF Camora,Anthrazit,Indipendenza,11,17.11.2017,23.11.2017,HipHop
3631,Casper,Lang lebe der Tod,Columbia Domestic,12,17.11.2017,23.11.2017,HipHop
3632,Rin,Eros,Division,13,17.11.2017,23.11.2017,HipHop
3633,Cro,tru.,Chimperator Productions,14,17.11.2017,23.11.2017,HipHop
3634,Kontra K,Gute Nacht,BMG,15,17.11.2017,23.11.2017,HipHop
3635,Dame,Zukunftsmusik,Damestream Records,16,17.11.2017,23.11.2017,HipHop
3636,Capo,Alles auf Rot,Warner Music Germany,17,17.11.2017,23.11.2017,HipHop
3637,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,18,17.11.2017,23.11.2017,HipHop
3638,Chris Brown,Heartbreak On A Full Moon,RCA International,19,17.11.2017,23.11.2017,HipHop
3639,Eminem,Curtain Call,Interscope,20,17.11.2017,23.11.2017,HipHop
3640,Prinz Pi,Nichts War Umsonst,Keine Liebe Records,1,10.11.2017,16.11.2017,HipHop
3641,Dame,Zukunftsmusik,Damestream Records,2,10.11.2017,16.11.2017,HipHop
3642,Veysel,Hitman,Bela Boyz,3,10.11.2017,16.11.2017,HipHop
3643,Trailerpark,TP4L,Trailerpark,4,10.11.2017,16.11.2017,HipHop
3644,Savas & Sido,Royal Bunker,Universal Domestic Urban,5,10.11.2017,16.11.2017,HipHop
3645,Chris Brown,Heartbreak On A Full Moon,RCA International,6,10.11.2017,16.11.2017,HipHop
3646,Capital Bra,Blyat,Auf!Keinen!Fall!,7,10.11.2017,16.11.2017,HipHop
3647,Miami Yacine,Casia,KMN Gang,8,10.11.2017,16.11.2017,HipHop
3648,Trettmann,#DIY,SoulForce Records,9,10.11.2017,16.11.2017,HipHop
3649,RAF Camora,Anthrazit,Indipendenza,10,10.11.2017,16.11.2017,HipHop
3650,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,11,10.11.2017,16.11.2017,HipHop
3651,Celo & Abdi,Diaspora,Azzlackz,12,10.11.2017,16.11.2017,HipHop
3652,Casper,Lang lebe der Tod,Columbia Domestic,13,10.11.2017,16.11.2017,HipHop
3653,Rin,Eros,Division,14,10.11.2017,16.11.2017,HipHop
3654,Cro,tru.,Chimperator Productions,15,10.11.2017,16.11.2017,HipHop
3655,Kontra K,Gute Nacht,BMG,16,10.11.2017,16.11.2017,HipHop
3656,Wu-Tang Clan,The Saga Continues,eOne Music,17,10.11.2017,16.11.2017,HipHop
3657,Capo,Alles auf Rot,Warner Music Germany,18,10.11.2017,16.11.2017,HipHop
3658,"21 Savage, Offset & Metro Boomin",Without Warning,Sony Music,19,10.11.2017,16.11.2017,HipHop
3659,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,20,10.11.2017,16.11.2017,HipHop
3660,Celo & Abdi,Diaspora,Azzlackz,1,03.11.2017,09.11.2017,HipHop
3661,Trailerpark,TP4L,Trailerpark,2,03.11.2017,09.11.2017,HipHop
3662,Savas & Sido,Royal Bunker,Universal Domestic Urban,3,03.11.2017,09.11.2017,HipHop
3663,Capital Bra,Blyat,Auf!Keinen!Fall!,4,03.11.2017,09.11.2017,HipHop
3664,Miami Yacine,Casia,KMN Gang,5,03.11.2017,09.11.2017,HipHop
3665,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,6,03.11.2017,09.11.2017,HipHop
3666,RAF Camora,Anthrazit,Indipendenza,7,03.11.2017,09.11.2017,HipHop
3667,Trettmann,#DIY,SoulForce Records,8,03.11.2017,09.11.2017,HipHop
3668,Casper,Lang lebe der Tod,Columbia Domestic,9,03.11.2017,09.11.2017,HipHop
3669,Chris Brown,Heartbreak On A Full Moon,RCA International,10,03.11.2017,09.11.2017,HipHop
3670,Cro,tru.,Chimperator Productions,11,03.11.2017,09.11.2017,HipHop
3671,Rin,Eros,Division,12,03.11.2017,09.11.2017,HipHop
3672,Ty Dolla $ign,Beach House 3,Atlantic,13,03.11.2017,09.11.2017,HipHop
3673,Kontra K,Gute Nacht,BMG,14,03.11.2017,09.11.2017,HipHop
3674,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,15,03.11.2017,09.11.2017,HipHop
3675,Fünf Sterne Deluxe,Flash,Warner Music Germany,16,03.11.2017,09.11.2017,HipHop
3676,Yelawolf,Trial By Fire,Interscope,17,03.11.2017,09.11.2017,HipHop
3677,Post Malone,Stoney,Republic Records,18,03.11.2017,09.11.2017,HipHop
3678,Zugezogen Maskulin,Alle gegen Alle,Four Music,19,03.11.2017,09.11.2017,HipHop
3679,SXTN,Leben am Limit,Jinx Music,20,03.11.2017,09.11.2017,HipHop
3680,Trailerpark,TP4L,Trailerpark,1,27.10.2017,02.11.2017,HipHop
3681,Zugezogen Maskulin,Alle gegen Alle,Four Music,2,27.10.2017,02.11.2017,HipHop
3682,Savas & Sido,Royal Bunker,Universal Domestic Urban,3,27.10.2017,02.11.2017,HipHop
3683,Capital Bra,Blyat,Auf!Keinen!Fall!,4,27.10.2017,02.11.2017,HipHop
3684,Miami Yacine,Casia,KMN Gang,5,27.10.2017,02.11.2017,HipHop
3685,Trettmann,#DIY,SoulForce Records,6,27.10.2017,02.11.2017,HipHop
3686,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,7,27.10.2017,02.11.2017,HipHop
3687,Cro,tru.,Chimperator Productions,8,27.10.2017,02.11.2017,HipHop
3688,RAF Camora,Anthrazit,Indipendenza,9,27.10.2017,02.11.2017,HipHop
3689,Rin,Eros,Division,10,27.10.2017,02.11.2017,HipHop
3690,Fünf Sterne Deluxe,Flash,Warner Music Germany,11,27.10.2017,02.11.2017,HipHop
3691,Casper,Lang lebe der Tod,Columbia Domestic,12,27.10.2017,02.11.2017,HipHop
3692,Future & Young Thug,Super Slimey,Epic,13,27.10.2017,02.11.2017,HipHop
3693,Macklemore,Gemini,ADA/Global,14,27.10.2017,02.11.2017,HipHop
3694,Kontra K,Gute Nacht,BMG,15,27.10.2017,02.11.2017,HipHop
3695,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,27.10.2017,02.11.2017,HipHop
3696,Lakmann & Orange Field,Fear Of A Wack Planet,Eartouch Ent.,17,27.10.2017,02.11.2017,HipHop
3697,SXTN,Leben am Limit,Jinx Music,18,27.10.2017,02.11.2017,HipHop
3698,Post Malone,Stoney,Republic Records,19,27.10.2017,02.11.2017,HipHop
3699,Capo,Alles auf Rot,Warner Music Germany,20,27.10.2017,02.11.2017,HipHop
3700,Miami Yacine,Casia,KMN Gang,1,20.10.2017,26.10.2017,HipHop
3701,Savas & Sido,Royal Bunker,Universal Domestic Urban,2,20.10.2017,26.10.2017,HipHop
3702,Capital Bra,Blyat,Auf!Keinen!Fall!,3,20.10.2017,26.10.2017,HipHop
3703,Cro,tru.,Chimperator Productions,4,20.10.2017,26.10.2017,HipHop
3704,Fünf Sterne Deluxe,Flash,Warner Music Germany,5,20.10.2017,26.10.2017,HipHop
3705,Weekend,Keiner ist gestorben,Chimperator Productions,6,20.10.2017,26.10.2017,HipHop
3706,Lakmann & Orange Field,Fear Of A Wack Planet,Eartouch Ent.,7,20.10.2017,26.10.2017,HipHop
3707,Trettmann,#DIY,SoulForce Records,8,20.10.2017,26.10.2017,HipHop
3708,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,9,20.10.2017,26.10.2017,HipHop
3709,RAF Camora,Anthrazit,Indipendenza,10,20.10.2017,26.10.2017,HipHop
3710,Wu-Tang Clan,The Saga Continues,eOne Music,11,20.10.2017,26.10.2017,HipHop
3711,Rin,Eros,Division,12,20.10.2017,26.10.2017,HipHop
3712,Casper,Lang lebe der Tod,Columbia Domestic,13,20.10.2017,26.10.2017,HipHop
3713,Macklemore,Gemini,ADA/Global,14,20.10.2017,26.10.2017,HipHop
3714,Kontra K,Gute Nacht,BMG,15,20.10.2017,26.10.2017,HipHop
3715,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,20.10.2017,26.10.2017,HipHop
3716,SXTN,Leben am Limit,Jinx Music,17,20.10.2017,26.10.2017,HipHop
3717,Marteria,Roswell,Green Berlin,18,20.10.2017,26.10.2017,HipHop
3718,Capo,Alles auf Rot,Warner Music Germany,19,20.10.2017,26.10.2017,HipHop
3719,Post Malone,Stoney,Republic Records,20,20.10.2017,26.10.2017,HipHop
3720,Savas & Sido,Royal Bunker,Universal Domestic Urban,1,13.10.2017,19.10.2017,HipHop
3721,Fünf Sterne Deluxe,Flash,Warner Music Germany,2,13.10.2017,19.10.2017,HipHop
3722,Capital Bra,Blyat,Auf!Keinen!Fall!,3,13.10.2017,19.10.2017,HipHop
3723,Trettmann,#DIY,SoulForce Records,4,13.10.2017,19.10.2017,HipHop
3724,Mortel,Racaille,Racaille Music Group,5,13.10.2017,19.10.2017,HipHop
3725,RAF Camora,Anthrazit,Indipendenza,6,13.10.2017,19.10.2017,HipHop
3726,"Reece, Akkord & Deoz M.I.K.I",Suffkoppkommando 2,Kopfnussmusik,7,13.10.2017,19.10.2017,HipHop
3727,Rin,Eros,Division,8,13.10.2017,19.10.2017,HipHop
3728,Cro,tru.,Chimperator Productions,9,13.10.2017,19.10.2017,HipHop
3729,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,10,13.10.2017,19.10.2017,HipHop
3730,Casper,Lang lebe der Tod,Columbia Domestic,11,13.10.2017,19.10.2017,HipHop
3731,Afrob,"Beats, Rhymes & Mr. Scardanelli",One Shotta Records,12,13.10.2017,19.10.2017,HipHop
3732,Macklemore,Gemini,ADA/Global,13,13.10.2017,19.10.2017,HipHop
3733,TJ_beastboy & Mary Man,CY-BEAST lvl1,Hydra Music,14,13.10.2017,19.10.2017,HipHop
3734,Marteria,Roswell,Green Berlin,15,13.10.2017,19.10.2017,HipHop
3735,Kontra K,Gute Nacht,BMG,16,13.10.2017,19.10.2017,HipHop
3736,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,17,13.10.2017,19.10.2017,HipHop
3737,SXTN,Leben am Limit,Jinx Music,18,13.10.2017,19.10.2017,HipHop
3738,Mert,Kunde Ist König,Husla Music,19,13.10.2017,19.10.2017,HipHop
3739,Cashmo,Hoez & Broz,Rapper aus Prinzip,20,13.10.2017,19.10.2017,HipHop
3740,Savas & Sido,Royal Bunker,Universal Domestic Urban,1,06.10.2017,12.10.2017,HipHop
3741,Capital Bra,Blyat,Auf!Keinen!Fall!,2,06.10.2017,12.10.2017,HipHop
3742,Trettmann,#DIY,SoulForce Records,3,06.10.2017,12.10.2017,HipHop
3743,TJ_beastboy & Mary Man,CY-BEAST lvl1,Hydra Music,4,06.10.2017,12.10.2017,HipHop
3744,RAF Camora,Anthrazit,Indipendenza,5,06.10.2017,12.10.2017,HipHop
3745,Cro,tru.,Chimperator Productions,6,06.10.2017,12.10.2017,HipHop
3746,Casper,Lang lebe der Tod,Columbia Domestic,7,06.10.2017,12.10.2017,HipHop
3747,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,8,06.10.2017,12.10.2017,HipHop
3748,Macklemore,Gemini,ADA/Global,9,06.10.2017,12.10.2017,HipHop
3749,Rin,Eros,Division,10,06.10.2017,12.10.2017,HipHop
3750,Mert,Kunde Ist König,Husla Music,11,06.10.2017,12.10.2017,HipHop
3751,Kalim,Thronfolger,Alles Oder Nix Records,12,06.10.2017,12.10.2017,HipHop
3752,Marteria,Roswell,Green Berlin,13,06.10.2017,12.10.2017,HipHop
3753,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,14,06.10.2017,12.10.2017,HipHop
3754,Eko Fresh,König von Deutschland,German Dream Empire,15,06.10.2017,12.10.2017,HipHop
3755,Kontra K,Gute Nacht,BMG,16,06.10.2017,12.10.2017,HipHop
3756,Kurdo & Majoe,Blanco,Banger Musik,17,06.10.2017,12.10.2017,HipHop
3757,Nimo,K¡K¡,Universal Domestic Urban,18,06.10.2017,12.10.2017,HipHop
3758,SXTN,Leben am Limit,Jinx Music,19,06.10.2017,12.10.2017,HipHop
3759,Bushido,Black Friday,Bushido,20,06.10.2017,12.10.2017,HipHop
3760,Mert,Kunde Ist König,Husla Music,1,29.09.2017,05.10.2017,HipHop
3761,Eko Fresh,König von Deutschland,German Dream Empire,2,29.09.2017,05.10.2017,HipHop
3762,Kalim,Thronfolger,Alles Oder Nix Records,3,29.09.2017,05.10.2017,HipHop
